Index,Notes (radial),Notes (scalar),PC Set,Prime Form,Forte class,Accidents,1,2,3,4,5,6
12110,Db Cb Bn E# Fn Gn Ab,Cb Db E# Fn Gn Ab Bn,1BB5578,02368,5-28,"(0, 0, 1, 2, 1, 1, 0)",1,2,2,2,1,2
12111,Db Cb Bn E# Fn Gn An,Cb Db E# Fn Gn An Bn,1BB5579,02468,5-33,"(0, 0, 1, 2, 1, 1, 1)",0,4,0,4,0,2
12112,Db Cb Bn E# Fn Gn A#,Cb Db E# Fn Gn A# Bn,1BB557A,02368,5-28,"(0, 0, 1, 2, 1, 1, 2)",1,2,2,2,1,2
12120,Db Cb Bn E# Fn G# Ab,Cb Db E# Fn G# Ab Bn,1BB5588,0258,4-27,"(0, 0, 1, 2, 1, 2, 0)",0,1,2,1,1,1
12121,Db Cb Bn E# Fn G# An,Cb Db E# Fn G# An Bn,1BB5589,02458,5-26,"(0, 0, 1, 2, 1, 2, 1)",1,2,2,3,1,1
12122,Db Cb Bn E# Fn G# A#,Cb Db E# Fn G# A# Bn,1BB558A,02358,5-25,"(0, 0, 1, 2, 1, 2, 2)",1,2,3,1,2,1
12200,Db Cb Bn E# F# Gb Ab,Cb Db E# F# Gb Ab Bn,1BB5668,01368,5-29,"(0, 0, 1, 2, 2, 0, 0)",1,2,2,1,3,1
12201,Db Cb Bn E# F# Gb An,Cb Db E# F# Gb An Bn,1BB5669,01468,5-30,"(0, 0, 1, 2, 2, 0, 1)",1,2,1,3,2,1
12202,Db Cb Bn E# F# Gb A#,Cb Db E# F# Gb A# Bn,1BB566A,01378,5-20,"(0, 0, 1, 2, 2, 0, 2)",2,1,1,2,3,1
12210,Db Cb Bn E# F# Gn Ab,Cb Db E# F# Gn Ab Bn,1BB5678,012368,6-41,"(0, 0, 1, 2, 2, 1, 0)",3,3,2,2,3,2
12211,Db Cb Bn E# F# Gn An,Cb Db E# F# Gn An Bn,1BB5679,012468,6-22,"(0, 0, 1, 2, 2, 1, 1)",2,4,1,4,2,2
12212,Db Cb Bn E# F# Gn A#,Cb Db E# F# Gn A# Bn,1BB567A,012568,6-43,"(0, 0, 1, 2, 2, 1, 2)",3,2,2,3,3,2
12220,Db Cb Bn E# F# G# Ab,Cb Db E# F# G# Ab Bn,1BB5688,01368,5-29,"(0, 0, 1, 2, 2, 2, 0)",1,2,2,1,3,1
12221,Db Cb Bn E# F# G# An,Cb Db E# F# G# An Bn,1BB5689,013468,6-24,"(0, 0, 1, 2, 2, 2, 1)",2,3,3,3,3,1
12222,Db Cb Bn E# F# G# A#,Cb Db E# F# G# A# Bn,1BB568A,013568,6-25,"(0, 0, 1, 2, 2, 2, 2)",2,3,3,2,4,1
20000,Db Cb B# Eb Fb Gb Ab,Cb Db Eb Fb Gb Ab B#,1B03468,0124579,7-27,"(0, 0, 2, 0, 0, 0, 0)",3,4,4,4,5,1
20001,Db Cb B# Eb Fb Gb An,Cb Db Eb Fb Gb An B#,1B03469,0234679,7-25,"(0, 0, 2, 0, 0, 0, 1)",3,4,5,3,4,2
20002,Db Cb B# Eb Fb Gb A#,Cb Db Eb Fb Gb A# B#,1B0346A,0123568,7-36,"(0, 0, 2, 0, 0, 0, 2)",4,4,4,3,4,2
20010,Db Cb B# Eb Fb Gn Ab,Cb Db Eb Fb Gn Ab B#,1B03478,0124589,7-21,"(0, 0, 2, 0, 0, 1, 0)",4,2,4,6,4,1
20011,Db Cb B# Eb Fb Gn An,Cb Db Eb Fb Gn An B#,1B03479,0134579,7-26,"(0, 0, 2, 0, 0, 1, 1)",3,4,4,5,3,2
20012,Db Cb B# Eb Fb Gn A#,Cb Db Eb Fb Gn A# B#,1B0347A,0123569,7-16,"(0, 0, 2, 0, 0, 1, 2)",4,3,5,4,3,2
20020,Db Cb B# Eb Fb G# Ab,Cb Db Eb Fb G# Ab B#,1B03488,013458,6-14,"(0, 0, 2, 0, 0, 2, 0)",3,2,3,4,3,0
20021,Db Cb B# Eb Fb G# An,Cb Db Eb Fb G# An B#,1B03489,0134578,7-37,"(0, 0, 2, 0, 0, 2, 1)",4,3,4,5,4,1
20022,Db Cb B# Eb Fb G# A#,Cb Db Eb Fb G# A# B#,1B0348A,0134568,7-11,"(0, 0, 2, 0, 0, 2, 2)",4,4,4,4,4,1
20100,Db Cb B# Eb Fn Gb Ab,Cb Db Eb Fn Gb Ab B#,1B03568,0124679,7-29,"(0, 0, 2, 0, 1, 0, 0)",3,4,4,3,5,2
20101,Db Cb B# Eb Fn Gb An,Cb Db Eb Fn Gb An B#,1B03569,0135679,7-28,"(0, 0, 2, 0, 1, 0, 1)",3,4,4,4,3,3
20102,Db Cb B# Eb Fn Gb A#,Cb Db Eb Fn Gb A# B#,1B0356A,0123578,7-14,"(0, 0, 2, 0, 1, 0, 2)",4,4,3,3,5,2
20110,Db Cb B# Eb Fn Gn Ab,Cb Db Eb Fn Gn Ab B#,1B03578,0124689,7-30,"(0, 0, 2, 0, 1, 1, 0)",3,4,3,5,4,2
20111,Db Cb B# Eb Fn Gn An,Cb Db Eb Fn Gn An B#,1B03579,012468A,7-33,"(0, 0, 2, 0, 1, 1, 1)",2,6,2,6,2,3
20112,Db Cb B# Eb Fn Gn A#,Cb Db Eb Fn Gn A# B#,1B0357A,0123579,7-24,"(0, 0, 2, 0, 1, 1, 2)",3,5,3,4,4,2
20120,Db Cb B# Eb Fn G# Ab,Cb Db Eb Fn G# Ab B#,1B03588,012469,6-46,"(0, 0, 2, 0, 1, 2, 0)",2,3,3,3,3,1
20121,Db Cb B# Eb Fn G# An,Cb Db Eb Fn G# An B#,1B03589,0134579,7-26,"(0, 0, 2, 0, 1, 2, 1)",3,4,4,5,3,2
20122,Db Cb B# Eb Fn G# A#,Cb Db Eb Fn G# A# B#,1B0358A,0234579,7-23,"(0, 0, 2, 0, 1, 2, 2)",3,5,4,3,5,1
20200,Db Cb B# Eb F# Gb Ab,Cb Db Eb F# Gb Ab B#,1B03668,012479,6-47,"(0, 0, 2, 0, 2, 0, 0)",2,3,3,2,4,1
20201,Db Cb B# Eb F# Gb An,Cb Db Eb F# Gb An B#,1B03669,023469,6-45,"(0, 0, 2, 0, 2, 0, 1)",2,3,4,2,2,2
20202,Db Cb B# Eb F# Gb A#,Cb Db Eb F# Gb A# B#,1B0366A,012358,6-40,"(0, 0, 2, 0, 2, 0, 2)",3,3,3,2,3,1
20210,Db Cb B# Eb F# Gn Ab,Cb Db Eb F# Gn Ab B#,1B03678,0124789,7-20,"(0, 0, 2, 0, 2, 1, 0)",4,3,3,4,5,2
20211,Db Cb B# Eb F# Gn An,Cb Db Eb F# Gn An B#,1B03679,0135679,7-28,"(0, 0, 2, 0, 2, 1, 1)",3,4,4,4,3,3
20212,Db Cb B# Eb F# Gn A#,Cb Db Eb F# Gn A# B#,1B0367A,0123589,7-18,"(0, 0, 2, 0, 2, 1, 2)",4,3,4,4,4,2
20220,Db Cb B# Eb F# G# Ab,Cb Db Eb F# G# Ab B#,1B03688,012479,6-47,"(0, 0, 2, 0, 2, 2, 0)",2,3,3,2,4,1
20221,Db Cb B# Eb F# G# An,Cb Db Eb F# G# An B#,1B03689,0234679,7-25,"(0, 0, 2, 0, 2, 2, 1)",3,4,5,3,4,2
20222,Db Cb B# Eb F# G# A#,Cb Db Eb F# G# A# B#,1B0368A,0234579,7-23,"(0, 0, 2, 0, 2, 2, 2)",3,5,4,3,5,1
21000,Db Cb B# En Fb Gb Ab,Cb Db En Fb Gb Ab B#,1B04468,012579,6-48,"(0, 0, 2, 1, 0, 0, 0)",2,3,2,3,4,1
21001,Db Cb B# En Fb Gb An,Cb Db En Fb Gb An B#,1B04469,012479,6-47,"(0, 0, 2, 1, 0, 0, 1)",2,3,3,2,4,1
21002,Db Cb B# En Fb Gb A#,Cb Db En Fb Gb A# B#,1B0446A,012368,6-41,"(0, 0, 2, 1, 0, 0, 2)",3,3,2,2,3,2
21010,Db Cb B# En Fb Gn Ab,Cb Db En Fb Gn Ab B#,1B04478,012569,6-44,"(0, 0, 2, 1, 0, 1, 0)",3,1,3,4,3,1
21011,Db Cb B# En Fb Gn An,Cb Db En Fb Gn An B#,1B04479,012469,6-46,"(0, 0, 2, 1, 0, 1, 1)",2,3,3,3,3,1
21012,Db Cb B# En Fb Gn A#,Cb Db En Fb Gn A# B#,1B0447A,012369,6-42,"(0, 0, 2, 1, 0, 1, 2)",3,2,4,2,2,2
21020,Db Cb B# En Fb G# Ab,Cb Db En Fb G# Ab B#,1B04488,03458,5-37,"(0, 0, 2, 1, 0, 2, 0)",2,1,2,2,2,0
21021,Db Cb B# En Fb G# An,Cb Db En Fb G# An B#,1B04489,013458,6-14,"(0, 0, 2, 1, 0, 2, 1)",3,2,3,4,3,0
21022,Db Cb B# En Fb G# A#,Cb Db En Fb G# A# B#,1B0448A,023458,6-39,"(0, 0, 2, 1, 0, 2, 2)",3,3,3,3,2,1
21100,Db Cb B# En Fn Gb Ab,Cb Db En Fn Gb Ab B#,1B04568,0124789,7-20,"(0, 0, 2, 1, 1, 0, 0)",4,3,3,4,5,2
21101,Db Cb B# En Fn Gb An,Cb Db En Fn Gb An B#,1B04569,0124789,7-20,"(0, 0, 2, 1, 1, 0, 1)",4,3,3,4,5,2
21102,Db Cb B# En Fn Gb A#,Cb Db En Fn Gb A# B#,1B0456A,0123678,7-7,"(0, 0, 2, 1, 1, 0, 2)",5,3,2,3,5,3
21110,Db Cb B# En Fn Gn Ab,Cb Db En Fn Gn Ab B#,1B04578,0125689,7-22,"(0, 0, 2, 1, 1, 1, 0)",4,2,4,5,4,2
21111,Db Cb B# En Fn Gn An,Cb Db En Fn Gn An B#,1B04579,0124689,7-30,"(0, 0, 2, 1, 1, 1, 1)",3,4,3,5,4,2
21112,Db Cb B# En Fn Gn A#,Cb Db En Fn Gn A# B#,1B0457A,0123679,7-19,"(0, 0, 2, 1, 1, 1, 2)",4,3,4,3,4,3
21120,Db Cb B# En Fn G# Ab,Cb Db En Fn G# Ab B#,1B04588,012569,6-44,"(0, 0, 2, 1, 1, 2, 0)",3,1,3,4,3,1
21121,Db Cb B# En Fn G# An,Cb Db En Fn G# An B#,1B04589,0124589,7-21,"(0, 0, 2, 1, 1, 2, 1)",4,2,4,6,4,1
21122,Db Cb B# En Fn G# A#,Cb Db En Fn G# A# B#,1B0458A,0123589,7-18,"(0, 0, 2, 1, 1, 2, 2)",4,3,4,4,4,2
21200,Db Cb B# En F# Gb Ab,Cb Db En F# Gb Ab B#,1B04668,012579,6-48,"(0, 0, 2, 1, 2, 0, 0)",2,3,2,3,4,1
21201,Db Cb B# En F# Gb An,Cb Db En F# Gb An B#,1B04669,012479,6-47,"(0, 0, 2, 1, 2, 0, 1)",2,3,3,2,4,1
21202,Db Cb B# En F# Gb A#,Cb Db En F# Gb A# B#,1B0466A,012368,6-41,"(0, 0, 2, 1, 2, 0, 2)",3,3,2,2,3,2
21210,Db Cb B# En F# Gn Ab,Cb Db En F# Gn Ab B#,1B04678,0124789,7-20,"(0, 0, 2, 1, 2, 1, 0)",4,3,3,4,5,2
21211,Db Cb B# En F# Gn An,Cb Db En F# Gn An B#,1B04679,0124679,7-29,"(0, 0, 2, 1, 2, 1, 1)",3,4,4,3,5,2
21212,Db Cb B# En F# Gn A#,Cb Db En F# Gn A# B#,1B0467A,0123679,7-19,"(0, 0, 2, 1, 2, 1, 2)",4,3,4,3,4,3
21220,Db Cb B# En F# G# Ab,Cb Db En F# G# Ab B#,1B04688,012579,6-48,"(0, 0, 2, 1, 2, 2, 0)",2,3,2,3,4,1
21221,Db Cb B# En F# G# An,Cb Db En F# G# An B#,1B04689,0124579,7-27,"(0, 0, 2, 1, 2, 2, 1)",3,4,4,4,5,1
21222,Db Cb B# En F# G# A#,Cb Db En F# G# A# B#,1B0468A,0123579,7-24,"(0, 0, 2, 1, 2, 2, 2)",3,5,3,4,4,2
22000,Db Cb B# E# Fb Gb Ab,Cb Db E# Fb Gb Ab B#,1B05468,0124789,7-20,"(0, 0, 2, 2, 0, 0, 0)",4,3,3,4,5,2
22001,Db Cb B# E# Fb Gb An,Cb Db E# Fb Gb An B#,1B05469,0124789,7-20,"(0, 0, 2, 2, 0, 0, 1)",4,3,3,4,5,2
22002,Db Cb B# E# Fb Gb A#,Cb Db E# Fb Gb A# B#,1B0546A,0123678,7-7,"(0, 0, 2, 2, 0, 0, 2)",5,3,2,3,5,3
22010,Db Cb B# E# Fb Gn Ab,Cb Db E# Fb Gn Ab B#,1B05478,0125689,7-22,"(0, 0, 2, 2, 0, 1, 0)",4,2,4,5,4,2
22011,Db Cb B# E# Fb Gn An,Cb Db E# Fb Gn An B#,1B05479,0124689,7-30,"(0, 0, 2, 2, 0, 1, 1)",3,4,3,5,4,2
22012,Db Cb B# E# Fb Gn A#,Cb Db E# Fb Gn A# B#,1B0547A,0123679,7-19,"(0, 0, 2, 2, 0, 1, 2)",4,3,4,3,4,3
22020,Db Cb B# E# Fb G# Ab,Cb Db E# Fb G# Ab B#,1B05488,012569,6-44,"(0, 0, 2, 2, 0, 2, 0)",3,1,3,4,3,1
22021,Db Cb B# E# Fb G# An,Cb Db E# Fb G# An B#,1B05489,0124589,7-21,"(0, 0, 2, 2, 0, 2, 1)",4,2,4,6,4,1
22022,Db Cb B# E# Fb G# A#,Cb Db E# Fb G# A# B#,1B0548A,0123589,7-18,"(0, 0, 2, 2, 0, 2, 2)",4,3,4,4,4,2
22100,Db Cb B# E# Fn Gb Ab,Cb Db E# Fn Gb Ab B#,1B05568,012578,6-18,"(0, 0, 2, 2, 1, 0, 0)",3,2,2,2,4,2
22101,Db Cb B# E# Fn Gb An,Cb Db E# Fn Gb An B#,1B05569,012478,6-17,"(0, 0, 2, 2, 1, 0, 1)",3,2,2,3,3,2
22102,Db Cb B# E# Fn Gb A#,Cb Db E# Fn Gb A# B#,1B0556A,012378,6-38,"(0, 0, 2, 2, 1, 0, 2)",4,2,1,2,4,2
22110,Db Cb B# E# Fn Gn Ab,Cb Db E# Fn Gn Ab B#,1B05578,012568,6-43,"(0, 0, 2, 2, 1, 1, 0)",3,2,2,3,3,2
22111,Db Cb B# E# Fn Gn An,Cb Db E# Fn Gn An B#,1B05579,012468,6-22,"(0, 0, 2, 2, 1, 1, 1)",2,4,1,4,2,2
22112,Db Cb B# E# Fn Gn A#,Cb Db E# Fn Gn A# B#,1B0557A,012368,6-41,"(0, 0, 2, 2, 1, 1, 2)",3,3,2,2,3,2
22120,Db Cb B# E# Fn G# Ab,Cb Db E# Fn G# Ab B#,1B05588,01258,5-38,"(0, 0, 2, 2, 1, 2, 0)",2,1,2,2,2,1
22121,Db Cb B# E# Fn G# An,Cb Db E# Fn G# An B#,1B05589,012458,6-15,"(0, 0, 2, 2, 1, 2, 1)",3,2,3,4,2,1
22122,Db Cb B# E# Fn G# A#,Cb Db E# Fn G# A# B#,1B0558A,012358,6-40,"(0, 0, 2, 2, 1, 2, 2)",3,3,3,2,3,1
22200,Db Cb B# E# F# Gb Ab,Cb Db E# F# Gb Ab B#,1B05668,012578,6-18,"(0, 0, 2, 2, 2, 0, 0)",3,2,2,2,4,2
22201,Db Cb B# E# F# Gb An,Cb Db E# F# Gb An B#,1B05669,012478,6-17,"(0, 0, 2, 2, 2, 0, 1)",3,2,2,3,3,2
22202,Db Cb B# E# F# Gb A#,Cb Db E# F# Gb A# B#,1B0566A,012378,6-38,"(0, 0, 2, 2, 2, 0, 2)",4,2,1,2,4,2
22210,Db Cb B# E# F# Gn Ab,Cb Db E# F# Gn Ab B#,1B05678,0123678,7-7,"(0, 0, 2, 2, 2, 1, 0)",5,3,2,3,5,3
22211,Db Cb B# E# F# Gn An,Cb Db E# F# Gn An B#,1B05679,0124678,7-15,"(0, 0, 2, 2, 2, 1, 1)",4,4,2,4,4,3
22212,Db Cb B# E# F# Gn A#,Cb Db E# F# Gn A# B#,1B0567A,0123678,7-7,"(0, 0, 2, 2, 2, 1, 2)",5,3,2,3,5,3
22220,Db Cb B# E# F# G# Ab,Cb Db E# F# G# Ab B#,1B05688,012578,6-18,"(0, 0, 2, 2, 2, 2, 0)",3,2,2,2,4,2
22221,Db Cb B# E# F# G# An,Cb Db E# F# G# An B#,1B05689,0124578,7-38,"(0, 0, 2, 2, 2, 2, 1)",4,3,4,4,4,2
22222,Db Cb B# E# F# G# A#,Cb Db E# F# G# A# B#,1B0568A,0123578,7-14,"(0, 0, 2, 2, 2, 2, 2)",4,4,3,3,5,2
100000,Db Cn Bb Eb Fb Gb Ab,Cn Db Eb Fb Gb Ab Bb,10A3468,013468A,7-34,"(0, 1, 0, 0, 0, 0, 0)",2,5,4,4,4,2
100001,Db Cn Bb Eb Fb Gb An,Cn Db Eb Fb Gb An Bb,10A3469,0134679,7-31,"(0, 1, 0, 0, 0, 0, 1)",3,3,6,3,3,3
100002,Db Cn Bb Eb Fb Gb A#,Cn Db Eb Fb Gb A# Bb,10A346A,023568,6-23,"(0, 1, 0, 0, 0, 0, 2)",2,3,4,2,2,2
100010,Db Cn Bb Eb Fb Gn Ab,Cn Db Eb Fb Gn Ab Bb,10A3478,0134689,7-32,"(0, 1, 0, 0, 0, 1, 0)",3,3,5,4,4,2
100011,Db Cn Bb Eb Fb Gn An,Cn Db Eb Fb Gn An Bb,10A3479,0134679,7-31,"(0, 1, 0, 0, 0, 1, 1)",3,3,6,3,3,3
100012,Db Cn Bb Eb Fb Gn A#,Cn Db Eb Fb Gn A# Bb,10A347A,013469,6-27,"(0, 1, 0, 0, 0, 1, 2)",2,2,5,2,2,2
100020,Db Cn Bb Eb Fb G# Ab,Cn Db Eb Fb G# Ab Bb,10A3488,013468,6-24,"(0, 1, 0, 0, 0, 2, 0)",2,3,3,3,3,1
100021,Db Cn Bb Eb Fb G# An,Cn Db Eb Fb G# An Bb,10A3489,0124578,7-38,"(0, 1, 0, 0, 0, 2, 1)",4,3,4,4,4,2
100022,Db Cn Bb Eb Fb G# A#,Cn Db Eb Fb G# A# Bb,10A348A,013468,6-24,"(0, 1, 0, 0, 0, 2, 2)",2,3,3,3,3,1
100100,Db Cn Bb Eb Fn Gb Ab,Cn Db Eb Fn Gb Ab Bb,10A3568,013568A,7-35,"(0, 1, 0, 0, 1, 0, 0)",2,5,4,3,6,1
100101,Db Cn Bb Eb Fn Gb An,Cn Db Eb Fn Gb An Bb,10A3569,0134689,7-32,"(0, 1, 0, 0, 1, 0, 1)",3,3,5,4,4,2
100102,Db Cn Bb Eb Fn Gb A#,Cn Db Eb Fn Gb A# Bb,10A356A,013568,6-25,"(0, 1, 0, 0, 1, 0, 2)",2,3,3,2,4,1
100110,Db Cn Bb Eb Fn Gn Ab,Cn Db Eb Fn Gn Ab Bb,10A3578,013568A,7-35,"(0, 1, 0, 0, 1, 1, 0)",2,5,4,3,6,1
100111,Db Cn Bb Eb Fn Gn An,Cn Db Eb Fn Gn An Bb,10A3579,013468A,7-34,"(0, 1, 0, 0, 1, 1, 1)",2,5,4,4,4,2
100112,Db Cn Bb Eb Fn Gn A#,Cn Db Eb Fn Gn A# Bb,10A357A,023579,6-33,"(0, 1, 0, 0, 1, 1, 2)",1,4,3,2,4,1
100120,Db Cn Bb Eb Fn G# Ab,Cn Db Eb Fn G# Ab Bb,10A3588,024579,6-32,"(0, 1, 0, 0, 1, 2, 0)",1,4,3,2,5,0
100121,Db Cn Bb Eb Fn G# An,Cn Db Eb Fn G# An Bb,10A3589,0124579,7-27,"(0, 1, 0, 0, 1, 2, 1)",3,4,4,4,5,1
100122,Db Cn Bb Eb Fn G# A#,Cn Db Eb Fn G# A# Bb,10A358A,024579,6-32,"(0, 1, 0, 0, 1, 2, 2)",1,4,3,2,5,0
100200,Db Cn Bb Eb F# Gb Ab,Cn Db Eb F# Gb Ab Bb,10A3668,023579,6-33,"(0, 1, 0, 0, 2, 0, 0)",1,4,3,2,4,1
100201,Db Cn Bb Eb F# Gb An,Cn Db Eb F# Gb An Bb,10A3669,013469,6-27,"(0, 1, 0, 0, 2, 0, 1)",2,2,5,2,2,2
100202,Db Cn Bb Eb F# Gb A#,Cn Db Eb F# Gb A# Bb,10A366A,02358,5-25,"(0, 1, 0, 0, 2, 0, 2)",1,2,3,1,2,1
100210,Db Cn Bb Eb F# Gn Ab,Cn Db Eb F# Gn Ab Bb,10A3678,0124679,7-29,"(0, 1, 0, 0, 2, 1, 0)",3,4,4,3,5,2
100211,Db Cn Bb Eb F# Gn An,Cn Db Eb F# Gn An Bb,10A3679,0134679,7-31,"(0, 1, 0, 0, 2, 1, 1)",3,3,6,3,3,3
100212,Db Cn Bb Eb F# Gn A#,Cn Db Eb F# Gn A# Bb,10A367A,014679,6-50,"(0, 1, 0, 0, 2, 1, 2)",2,2,4,2,3,2
100220,Db Cn Bb Eb F# G# Ab,Cn Db Eb F# G# Ab Bb,10A3688,023579,6-33,"(0, 1, 0, 0, 2, 2, 0)",1,4,3,2,4,1
100221,Db Cn Bb Eb F# G# An,Cn Db Eb F# G# An Bb,10A3689,0234679,7-25,"(0, 1, 0, 0, 2, 2, 1)",3,4,5,3,4,2
100222,Db Cn Bb Eb F# G# A#,Cn Db Eb F# G# A# Bb,10A368A,023579,6-33,"(0, 1, 0, 0, 2, 2, 2)",1,4,3,2,4,1
101000,Db Cn Bb En Fb Gb Ab,Cn Db En Fb Gb Ab Bb,10A4468,013579,6-34,"(0, 1, 0, 1, 0, 0, 0)",1,4,2,4,2,2
101001,Db Cn Bb En Fb Gb An,Cn Db En Fb Gb An Bb,10A4469,013479,6-49,"(0, 1, 0, 1, 0, 0, 1)",2,2,4,3,2,2
101002,Db Cn Bb En Fb Gb A#,Cn Db En Fb Gb A# Bb,10A446A,02368,5-28,"(0, 1, 0, 1, 0, 0, 2)",1,2,2,2,1,2
101010,Db Cn Bb En Fb Gn Ab,Cn Db En Fb Gn Ab Bb,10A4478,013569,6-28,"(0, 1, 0, 1, 0, 1, 0)",2,2,4,3,2,2
101011,Db Cn Bb En Fb Gn An,Cn Db En Fb Gn An Bb,10A4479,013469,6-27,"(0, 1, 0, 1, 0, 1, 1)",2,2,5,2,2,2
101012,Db Cn Bb En Fb Gn A#,Cn Db En Fb Gn A# Bb,10A447A,01369,5-31,"(0, 1, 0, 1, 0, 1, 2)",1,1,4,1,1,2
101020,Db Cn Bb En Fb G# Ab,Cn Db En Fb G# Ab Bb,10A4488,02458,5-26,"(0, 1, 0, 1, 0, 2, 0)",1,2,2,3,1,1
101021,Db Cn Bb En Fb G# An,Cn Db En Fb G# An Bb,10A4489,012458,6-15,"(0, 1, 0, 1, 0, 2, 1)",3,2,3,4,2,1
101022,Db Cn Bb En Fb G# A#,Cn Db En Fb G# A# Bb,10A448A,02458,5-26,"(0, 1, 0, 1, 0, 2, 2)",1,2,2,3,1,1
101100,Db Cn Bb En Fn Gb Ab,Cn Db En Fn Gb Ab Bb,10A4568,0124689,7-30,"(0, 1, 0, 1, 1, 0, 0)",3,4,3,5,4,2
101101,Db Cn Bb En Fn Gb An,Cn Db En Fn Gb An Bb,10A4569,0125689,7-22,"(0, 1, 0, 1, 1, 0, 1)",4,2,4,5,4,2
101102,Db Cn Bb En Fn Gb A#,Cn Db En Fn Gb A# Bb,10A456A,012568,6-43,"(0, 1, 0, 1, 1, 0, 2)",3,2,2,3,3,2
101110,Db Cn Bb En Fn Gn Ab,Cn Db En Fn Gn Ab Bb,10A4578,0134689,7-32,"(0, 1, 0, 1, 1, 1, 0)",3,3,5,4,4,2
101111,Db Cn Bb En Fn Gn An,Cn Db En Fn Gn An Bb,10A4579,0134689,7-32,"(0, 1, 0, 1, 1, 1, 1)",3,3,5,4,4,2
101112,Db Cn Bb En Fn Gn A#,Cn Db En Fn Gn A# Bb,10A457A,013689,6-29,"(0, 1, 0, 1, 1, 1, 2)",2,2,4,2,3,2
101120,Db Cn Bb En Fn G# Ab,Cn Db En Fn G# Ab Bb,10A4588,013589,6-31,"(0, 1, 0, 1, 1, 2, 0)",2,2,3,4,3,1
101121,Db Cn Bb En Fn G# An,Cn Db En Fn G# An Bb,10A4589,0124589,7-21,"(0, 1, 0, 1, 1, 2, 1)",4,2,4,6,4,1
101122,Db Cn Bb En Fn G# A#,Cn Db En Fn G# A# Bb,10A458A,013589,6-31,"(0, 1, 0, 1, 1, 2, 2)",2,2,3,4,3,1
101200,Db Cn Bb En F# Gb Ab,Cn Db En F# Gb Ab Bb,10A4668,013579,6-34,"(0, 1, 0, 1, 2, 0, 0)",1,4,2,4,2,2
101201,Db Cn Bb En F# Gb An,Cn Db En F# Gb An Bb,10A4669,013479,6-49,"(0, 1, 0, 1, 2, 0, 1)",2,2,4,3,2,2
101202,Db Cn Bb En F# Gb A#,Cn Db En F# Gb A# Bb,10A466A,02368,5-28,"(0, 1, 0, 1, 2, 0, 2)",1,2,2,2,1,2
101210,Db Cn Bb En F# Gn Ab,Cn Db En F# Gn Ab Bb,10A4678,0135679,7-28,"(0, 1, 0, 1, 2, 1, 0)",3,4,4,4,3,3
101211,Db Cn Bb En F# Gn An,Cn Db En F# Gn An Bb,10A4679,0134679,7-31,"(0, 1, 0, 1, 2, 1, 1)",3,3,6,3,3,3
101212,Db Cn Bb En F# Gn A#,Cn Db En F# Gn A# Bb,10A467A,013679,6-30,"(0, 1, 0, 1, 2, 1, 2)",2,2,4,2,2,3
101220,Db Cn Bb En F# G# Ab,Cn Db En F# G# Ab Bb,10A4688,013579,6-34,"(0, 1, 0, 1, 2, 2, 0)",1,4,2,4,2,2
101221,Db Cn Bb En F# G# An,Cn Db En F# G# An Bb,10A4689,0134579,7-26,"(0, 1, 0, 1, 2, 2, 1)",3,4,4,5,3,2
101222,Db Cn Bb En F# G# A#,Cn Db En F# G# A# Bb,10A468A,013579,6-34,"(0, 1, 0, 1, 2, 2, 2)",1,4,2,4,2,2
102000,Db Cn Bb E# Fb Gb Ab,Cn Db E# Fb Gb Ab Bb,10A5468,0124689,7-30,"(0, 1, 0, 2, 0, 0, 0)",3,4,3,5,4,2
102001,Db Cn Bb E# Fb Gb An,Cn Db E# Fb Gb An Bb,10A5469,0125689,7-22,"(0, 1, 0, 2, 0, 0, 1)",4,2,4,5,4,2
102002,Db Cn Bb E# Fb Gb A#,Cn Db E# Fb Gb A# Bb,10A546A,012568,6-43,"(0, 1, 0, 2, 0, 0, 2)",3,2,2,3,3,2
102010,Db Cn Bb E# Fb Gn Ab,Cn Db E# Fb Gn Ab Bb,10A5478,0134689,7-32,"(0, 1, 0, 2, 0, 1, 0)",3,3,5,4,4,2
102011,Db Cn Bb E# Fb Gn An,Cn Db E# Fb Gn An Bb,10A5479,0134689,7-32,"(0, 1, 0, 2, 0, 1, 1)",3,3,5,4,4,2
102012,Db Cn Bb E# Fb Gn A#,Cn Db E# Fb Gn A# Bb,10A547A,013689,6-29,"(0, 1, 0, 2, 0, 1, 2)",2,2,4,2,3,2
102020,Db Cn Bb E# Fb G# Ab,Cn Db E# Fb G# Ab Bb,10A5488,013589,6-31,"(0, 1, 0, 2, 0, 2, 0)",2,2,3,4,3,1
102021,Db Cn Bb E# Fb G# An,Cn Db E# Fb G# An Bb,10A5489,0124589,7-21,"(0, 1, 0, 2, 0, 2, 1)",4,2,4,6,4,1
102022,Db Cn Bb E# Fb G# A#,Cn Db E# Fb G# A# Bb,10A548A,013589,6-31,"(0, 1, 0, 2, 0, 2, 2)",2,2,3,4,3,1
102100,Db Cn Bb E# Fn Gb Ab,Cn Db E# Fn Gb Ab Bb,10A5568,013578,6-26,"(0, 1, 0, 2, 1, 0, 0)",2,3,2,3,4,1
102101,Db Cn Bb E# Fn Gb An,Cn Db E# Fn Gb An Bb,10A5569,013478,6-19,"(0, 1, 0, 2, 1, 0, 1)",3,1,3,4,3,1
