Index,Notes (radial),Notes (scalar),PC Set,Prime Form,Forte class,Accidents,1,2,3,4,5,6
2102220,D# Cn Bb E# F# G# Ab,Cn D# E# F# G# Ab Bb,30A5688,023579,6-33,"(2, 1, 0, 2, 2, 2, 0)",1,4,3,2,4,1
2102221,D# Cn Bb E# F# G# An,Cn D# E# F# G# An Bb,30A5689,0234679,7-25,"(2, 1, 0, 2, 2, 2, 1)",3,4,5,3,4,2
2102222,D# Cn Bb E# F# G# A#,Cn D# E# F# G# A# Bb,30A568A,023579,6-33,"(2, 1, 0, 2, 2, 2, 2)",1,4,3,2,4,1
2110000,D# Cn Bn Eb Fb Gb Ab,Cn D# Eb Fb Gb Ab Bn,30B3468,013589,6-31,"(2, 1, 1, 0, 0, 0, 0)",2,2,3,4,3,1
2110001,D# Cn Bn Eb Fb Gb An,Cn D# Eb Fb Gb An Bn,30B3469,013689,6-29,"(2, 1, 1, 0, 0, 0, 1)",2,2,4,2,3,2
2110002,D# Cn Bn Eb Fb Gb A#,Cn D# Eb Fb Gb A# Bn,30B346A,012568,6-43,"(2, 1, 1, 0, 0, 0, 2)",3,2,2,3,3,2
2110010,D# Cn Bn Eb Fb Gn Ab,Cn D# Eb Fb Gn Ab Bn,30B3478,014589,6-20,"(2, 1, 1, 0, 0, 1, 0)",3,0,3,6,3,0
2110011,D# Cn Bn Eb Fb Gn An,Cn D# Eb Fb Gn An Bn,30B3479,013589,6-31,"(2, 1, 1, 0, 0, 1, 1)",2,2,3,4,3,1
2110012,D# Cn Bn Eb Fb Gn A#,Cn D# Eb Fb Gn A# Bn,30B347A,012569,6-44,"(2, 1, 1, 0, 0, 1, 2)",3,1,3,4,3,1
2110020,D# Cn Bn Eb Fb G# Ab,Cn D# Eb Fb G# Ab Bn,30B3488,01458,5-21,"(2, 1, 1, 0, 0, 2, 0)",2,0,2,4,2,0
2110021,D# Cn Bn Eb Fb G# An,Cn D# Eb Fb G# An Bn,30B3489,013478,6-19,"(2, 1, 1, 0, 0, 2, 1)",3,1,3,4,3,1
2110022,D# Cn Bn Eb Fb G# A#,Cn D# Eb Fb G# A# Bn,30B348A,014568,6-16,"(2, 1, 1, 0, 0, 2, 2)",3,2,2,4,3,1
2110100,D# Cn Bn Eb Fn Gb Ab,Cn D# Eb Fn Gb Ab Bn,30B3568,014679,6-50,"(2, 1, 1, 0, 1, 0, 0)",2,2,4,2,3,2
2110101,D# Cn Bn Eb Fn Gb An,Cn D# Eb Fn Gb An Bn,30B3569,013679,6-30,"(2, 1, 1, 0, 1, 0, 1)",2,2,4,2,2,3
2110102,D# Cn Bn Eb Fn Gb A#,Cn D# Eb Fn Gb A# Bn,30B356A,012578,6-18,"(2, 1, 1, 0, 1, 0, 2)",3,2,2,2,4,2
2110110,D# Cn Bn Eb Fn Gn Ab,Cn D# Eb Fn Gn Ab Bn,30B3578,013589,6-31,"(2, 1, 1, 0, 1, 1, 0)",2,2,3,4,3,1
2110111,D# Cn Bn Eb Fn Gn An,Cn D# Eb Fn Gn An Bn,30B3579,013579,6-34,"(2, 1, 1, 0, 1, 1, 1)",1,4,2,4,2,2
2110112,D# Cn Bn Eb Fn Gn A#,Cn D# Eb Fn Gn A# Bn,30B357A,012579,6-48,"(2, 1, 1, 0, 1, 1, 2)",2,3,2,3,4,1
2110120,D# Cn Bn Eb Fn G# Ab,Cn D# Eb Fn G# Ab Bn,30B3588,01469,5-32,"(2, 1, 1, 0, 1, 2, 0)",1,1,3,2,2,1
2110121,D# Cn Bn Eb Fn G# An,Cn D# Eb Fn G# An Bn,30B3589,013479,6-49,"(2, 1, 1, 0, 1, 2, 1)",2,2,4,3,2,2
2110122,D# Cn Bn Eb Fn G# A#,Cn D# Eb Fn G# A# Bn,30B358A,012479,6-47,"(2, 1, 1, 0, 1, 2, 2)",2,3,3,2,4,1
2110200,D# Cn Bn Eb F# Gb Ab,Cn D# Eb F# Gb Ab Bn,30B3668,01469,5-32,"(2, 1, 1, 0, 2, 0, 0)",1,1,3,2,2,1
2110201,D# Cn Bn Eb F# Gb An,Cn D# Eb F# Gb An Bn,30B3669,01369,5-31,"(2, 1, 1, 0, 2, 0, 1)",1,1,4,1,1,2
2110202,D# Cn Bn Eb F# Gb A#,Cn D# Eb F# Gb A# Bn,30B366A,01258,5-38,"(2, 1, 1, 0, 2, 0, 2)",2,1,2,2,2,1
2110210,D# Cn Bn Eb F# Gn Ab,Cn D# Eb F# Gn Ab Bn,30B3678,012569,6-44,"(2, 1, 1, 0, 2, 1, 0)",3,1,3,4,3,1
2110211,D# Cn Bn Eb F# Gn An,Cn D# Eb F# Gn An Bn,30B3679,013569,6-28,"(2, 1, 1, 0, 2, 1, 1)",2,2,4,3,2,2
2110212,D# Cn Bn Eb F# Gn A#,Cn D# Eb F# Gn A# Bn,30B367A,012569,6-44,"(2, 1, 1, 0, 2, 1, 2)",3,1,3,4,3,1
2110220,D# Cn Bn Eb F# G# Ab,Cn D# Eb F# G# Ab Bn,30B3688,01469,5-32,"(2, 1, 1, 0, 2, 2, 0)",1,1,3,2,2,1
2110221,D# Cn Bn Eb F# G# An,Cn D# Eb F# G# An Bn,30B3689,013469,6-27,"(2, 1, 1, 0, 2, 2, 1)",2,2,5,2,2,2
2110222,D# Cn Bn Eb F# G# A#,Cn D# Eb F# G# A# Bn,30B368A,012469,6-46,"(2, 1, 1, 0, 2, 2, 2)",2,3,3,3,3,1
2111000,D# Cn Bn En Fb Gb Ab,Cn D# En Fb Gb Ab Bn,30B4468,013589,6-31,"(2, 1, 1, 1, 0, 0, 0)",2,2,3,4,3,1
2111001,D# Cn Bn En Fb Gb An,Cn D# En Fb Gb An Bn,30B4469,013689,6-29,"(2, 1, 1, 1, 0, 0, 1)",2,2,4,2,3,2
2111002,D# Cn Bn En Fb Gb A#,Cn D# En Fb Gb A# Bn,30B446A,012568,6-43,"(2, 1, 1, 1, 0, 0, 2)",3,2,2,3,3,2
2111010,D# Cn Bn En Fb Gn Ab,Cn D# En Fb Gn Ab Bn,30B4478,014589,6-20,"(2, 1, 1, 1, 0, 1, 0)",3,0,3,6,3,0
2111011,D# Cn Bn En Fb Gn An,Cn D# En Fb Gn An Bn,30B4479,013589,6-31,"(2, 1, 1, 1, 0, 1, 1)",2,2,3,4,3,1
2111012,D# Cn Bn En Fb Gn A#,Cn D# En Fb Gn A# Bn,30B447A,012569,6-44,"(2, 1, 1, 1, 0, 1, 2)",3,1,3,4,3,1
2111020,D# Cn Bn En Fb G# Ab,Cn D# En Fb G# Ab Bn,30B4488,01458,5-21,"(2, 1, 1, 1, 0, 2, 0)",2,0,2,4,2,0
2111021,D# Cn Bn En Fb G# An,Cn D# En Fb G# An Bn,30B4489,013478,6-19,"(2, 1, 1, 1, 0, 2, 1)",3,1,3,4,3,1
2111022,D# Cn Bn En Fb G# A#,Cn D# En Fb G# A# Bn,30B448A,014568,6-16,"(2, 1, 1, 1, 0, 2, 2)",3,2,2,4,3,1
2111100,D# Cn Bn En Fn Gb Ab,Cn D# En Fn Gb Ab Bn,30B4568,0123589,7-18,"(2, 1, 1, 1, 1, 0, 0)",4,3,4,4,4,2
2111101,D# Cn Bn En Fn Gb An,Cn D# En Fn Gb An Bn,30B4569,0123679,7-19,"(2, 1, 1, 1, 1, 0, 1)",4,3,4,3,4,3
2111102,D# Cn Bn En Fn Gb A#,Cn D# En Fn Gb A# Bn,30B456A,0123678,7-7,"(2, 1, 1, 1, 1, 0, 2)",5,3,2,3,5,3
2111110,D# Cn Bn En Fn Gn Ab,Cn D# En Fn Gn Ab Bn,30B4578,0124589,7-21,"(2, 1, 1, 1, 1, 1, 0)",4,2,4,6,4,1
2111111,D# Cn Bn En Fn Gn An,Cn D# En Fn Gn An Bn,30B4579,0124689,7-30,"(2, 1, 1, 1, 1, 1, 1)",3,4,3,5,4,2
2111112,D# Cn Bn En Fn Gn A#,Cn D# En Fn Gn A# Bn,30B457A,0124789,7-20,"(2, 1, 1, 1, 1, 1, 2)",4,3,3,4,5,2
2111120,D# Cn Bn En Fn G# Ab,Cn D# En Fn G# Ab Bn,30B4588,012569,6-44,"(2, 1, 1, 1, 1, 2, 0)",3,1,3,4,3,1
2111121,D# Cn Bn En Fn G# An,Cn D# En Fn G# An Bn,30B4589,0125689,7-22,"(2, 1, 1, 1, 1, 2, 1)",4,2,4,5,4,2
2111122,D# Cn Bn En Fn G# A#,Cn D# En Fn G# A# Bn,30B458A,0124789,7-20,"(2, 1, 1, 1, 1, 2, 2)",4,3,3,4,5,2
2111200,D# Cn Bn En F# Gb Ab,Cn D# En F# Gb Ab Bn,30B4668,013589,6-31,"(2, 1, 1, 1, 2, 0, 0)",2,2,3,4,3,1
2111201,D# Cn Bn En F# Gb An,Cn D# En F# Gb An Bn,30B4669,013689,6-29,"(2, 1, 1, 1, 2, 0, 1)",2,2,4,2,3,2
2111202,D# Cn Bn En F# Gb A#,Cn D# En F# Gb A# Bn,30B466A,012568,6-43,"(2, 1, 1, 1, 2, 0, 2)",3,2,2,3,3,2
2111210,D# Cn Bn En F# Gn Ab,Cn D# En F# Gn Ab Bn,30B4678,0124589,7-21,"(2, 1, 1, 1, 2, 1, 0)",4,2,4,6,4,1
2111211,D# Cn Bn En F# Gn An,Cn D# En F# Gn An Bn,30B4679,0134689,7-32,"(2, 1, 1, 1, 2, 1, 1)",3,3,5,4,4,2
2111212,D# Cn Bn En F# Gn A#,Cn D# En F# Gn A# Bn,30B467A,0125689,7-22,"(2, 1, 1, 1, 2, 1, 2)",4,2,4,5,4,2
2111220,D# Cn Bn En F# G# Ab,Cn D# En F# G# Ab Bn,30B4688,013589,6-31,"(2, 1, 1, 1, 2, 2, 0)",2,2,3,4,3,1
2111221,D# Cn Bn En F# G# An,Cn D# En F# G# An Bn,30B4689,0134689,7-32,"(2, 1, 1, 1, 2, 2, 1)",3,3,5,4,4,2
2111222,D# Cn Bn En F# G# A#,Cn D# En F# G# A# Bn,30B468A,0124689,7-30,"(2, 1, 1, 1, 2, 2, 2)",3,4,3,5,4,2
2112000,D# Cn Bn E# Fb Gb Ab,Cn D# E# Fb Gb Ab Bn,30B5468,0123589,7-18,"(2, 1, 1, 2, 0, 0, 0)",4,3,4,4,4,2
2112001,D# Cn Bn E# Fb Gb An,Cn D# E# Fb Gb An Bn,30B5469,0123679,7-19,"(2, 1, 1, 2, 0, 0, 1)",4,3,4,3,4,3
2112002,D# Cn Bn E# Fb Gb A#,Cn D# E# Fb Gb A# Bn,30B546A,0123678,7-7,"(2, 1, 1, 2, 0, 0, 2)",5,3,2,3,5,3
2112010,D# Cn Bn E# Fb Gn Ab,Cn D# E# Fb Gn Ab Bn,30B5478,0124589,7-21,"(2, 1, 1, 2, 0, 1, 0)",4,2,4,6,4,1
2112011,D# Cn Bn E# Fb Gn An,Cn D# E# Fb Gn An Bn,30B5479,0124689,7-30,"(2, 1, 1, 2, 0, 1, 1)",3,4,3,5,4,2
2112012,D# Cn Bn E# Fb Gn A#,Cn D# E# Fb Gn A# Bn,30B547A,0124789,7-20,"(2, 1, 1, 2, 0, 1, 2)",4,3,3,4,5,2
2112020,D# Cn Bn E# Fb G# Ab,Cn D# E# Fb G# Ab Bn,30B5488,012569,6-44,"(2, 1, 1, 2, 0, 2, 0)",3,1,3,4,3,1
2112021,D# Cn Bn E# Fb G# An,Cn D# E# Fb G# An Bn,30B5489,0125689,7-22,"(2, 1, 1, 2, 0, 2, 1)",4,2,4,5,4,2
2112022,D# Cn Bn E# Fb G# A#,Cn D# E# Fb G# A# Bn,30B548A,0124789,7-20,"(2, 1, 1, 2, 0, 2, 2)",4,3,3,4,5,2
2112100,D# Cn Bn E# Fn Gb Ab,Cn D# E# Fn Gb Ab Bn,30B5568,014679,6-50,"(2, 1, 1, 2, 1, 0, 0)",2,2,4,2,3,2
2112101,D# Cn Bn E# Fn Gb An,Cn D# E# Fn Gb An Bn,30B5569,013679,6-30,"(2, 1, 1, 2, 1, 0, 1)",2,2,4,2,2,3
2112102,D# Cn Bn E# Fn Gb A#,Cn D# E# Fn Gb A# Bn,30B556A,012578,6-18,"(2, 1, 1, 2, 1, 0, 2)",3,2,2,2,4,2
2112110,D# Cn Bn E# Fn Gn Ab,Cn D# E# Fn Gn Ab Bn,30B5578,013589,6-31,"(2, 1, 1, 2, 1, 1, 0)",2,2,3,4,3,1
2112111,D# Cn Bn E# Fn Gn An,Cn D# E# Fn Gn An Bn,30B5579,013579,6-34,"(2, 1, 1, 2, 1, 1, 1)",1,4,2,4,2,2
2112112,D# Cn Bn E# Fn Gn A#,Cn D# E# Fn Gn A# Bn,30B557A,012579,6-48,"(2, 1, 1, 2, 1, 1, 2)",2,3,2,3,4,1
2112120,D# Cn Bn E# Fn G# Ab,Cn D# E# Fn G# Ab Bn,30B5588,01469,5-32,"(2, 1, 1, 2, 1, 2, 0)",1,1,3,2,2,1
2112121,D# Cn Bn E# Fn G# An,Cn D# E# Fn G# An Bn,30B5589,013479,6-49,"(2, 1, 1, 2, 1, 2, 1)",2,2,4,3,2,2
2112122,D# Cn Bn E# Fn G# A#,Cn D# E# Fn G# A# Bn,30B558A,012479,6-47,"(2, 1, 1, 2, 1, 2, 2)",2,3,3,2,4,1
2112200,D# Cn Bn E# F# Gb Ab,Cn D# E# F# Gb Ab Bn,30B5668,014679,6-50,"(2, 1, 1, 2, 2, 0, 0)",2,2,4,2,3,2
2112201,D# Cn Bn E# F# Gb An,Cn D# E# F# Gb An Bn,30B5669,013679,6-30,"(2, 1, 1, 2, 2, 0, 1)",2,2,4,2,2,3
2112202,D# Cn Bn E# F# Gb A#,Cn D# E# F# Gb A# Bn,30B566A,012578,6-18,"(2, 1, 1, 2, 2, 0, 2)",3,2,2,2,4,2
2112210,D# Cn Bn E# F# Gn Ab,Cn D# E# F# Gn Ab Bn,30B5678,0123589,7-18,"(2, 1, 1, 2, 2, 1, 0)",4,3,4,4,4,2
2112211,D# Cn Bn E# F# Gn An,Cn D# E# F# Gn An Bn,30B5679,0135679,7-28,"(2, 1, 1, 2, 2, 1, 1)",3,4,4,4,3,3
2112212,D# Cn Bn E# F# Gn A#,Cn D# E# F# Gn A# Bn,30B567A,0124789,7-20,"(2, 1, 1, 2, 2, 1, 2)",4,3,3,4,5,2
2112220,D# Cn Bn E# F# G# Ab,Cn D# E# F# G# Ab Bn,30B5688,014679,6-50,"(2, 1, 1, 2, 2, 2, 0)",2,2,4,2,3,2
2112221,D# Cn Bn E# F# G# An,Cn D# E# F# G# An Bn,30B5689,0134679,7-31,"(2, 1, 1, 2, 2, 2, 1)",3,3,6,3,3,3
2112222,D# Cn Bn E# F# G# A#,Cn D# E# F# G# A# Bn,30B568A,0124679,7-29,"(2, 1, 1, 2, 2, 2, 2)",3,4,4,3,5,2
2120000,D# Cn B# Eb Fb Gb Ab,Cn D# Eb Fb Gb Ab B#,3003468,02458,5-26,"(2, 1, 2, 0, 0, 0, 0)",1,2,2,3,1,1
2120001,D# Cn B# Eb Fb Gb An,Cn D# Eb Fb Gb An B#,3003469,01369,5-31,"(2, 1, 2, 0, 0, 0, 1)",1,1,4,1,1,2
2120002,D# Cn B# Eb Fb Gb A#,Cn D# Eb Fb Gb A# B#,300346A,02368,5-28,"(2, 1, 2, 0, 0, 0, 2)",1,2,2,2,1,2
2120010,D# Cn B# Eb Fb Gn Ab,Cn D# Eb Fb Gn Ab B#,3003478,01458,5-21,"(2, 1, 2, 0, 0, 1, 0)",2,0,2,4,2,0
2120011,D# Cn B# Eb Fb Gn An,Cn D# Eb Fb Gn An B#,3003479,01469,5-32,"(2, 1, 2, 0, 0, 1, 1)",1,1,3,2,2,1
2120012,D# Cn B# Eb Fb Gn A#,Cn D# Eb Fb Gn A# B#,300347A,01469,5-32,"(2, 1, 2, 0, 0, 1, 2)",1,1,3,2,2,1
2120020,D# Cn B# Eb Fb G# Ab,Cn D# Eb Fb G# Ab B#,3003488,0148,4-19,"(2, 1, 2, 0, 0, 2, 0)",1,0,1,3,1,0
2120021,D# Cn B# Eb Fb G# An,Cn D# Eb Fb G# An B#,3003489,01478,5-22,"(2, 1, 2, 0, 0, 2, 1)",2,0,2,3,2,1
2120022,D# Cn B# Eb Fb G# A#,Cn D# Eb Fb G# A# B#,300348A,01468,5-30,"(2, 1, 2, 0, 0, 2, 2)",1,2,1,3,2,1
2120100,D# Cn B# Eb Fn Gb Ab,Cn D# Eb Fn Gb Ab B#,3003568,02358,5-25,"(2, 1, 2, 0, 1, 0, 0)",1,2,3,1,2,1
2120101,D# Cn B# Eb Fn Gb An,Cn D# Eb Fn Gb An B#,3003569,01369,5-31,"(2, 1, 2, 0, 1, 0, 1)",1,1,4,1,1,2
2120102,D# Cn B# Eb Fn Gb A#,Cn D# Eb Fn Gb A# B#,300356A,01368,5-29,"(2, 1, 2, 0, 1, 0, 2)",1,2,2,1,3,1
2120110,D# Cn B# Eb Fn Gn Ab,Cn D# Eb Fn Gn Ab B#,3003578,01358,5-27,"(2, 1, 2, 0, 1, 1, 0)",1,2,2,2,3,0
2120111,D# Cn B# Eb Fn Gn An,Cn D# Eb Fn Gn An B#,3003579,02469,5-34,"(2, 1, 2, 0, 1, 1, 1)",0,3,2,2,2,1
2120112,D# Cn B# Eb Fn Gn A#,Cn D# Eb Fn Gn A# B#,300357A,02479,5-35,"(2, 1, 2, 0, 1, 1, 2)",0,3,2,1,4,0
2120120,D# Cn B# Eb Fn G# Ab,Cn D# Eb Fn G# Ab B#,3003588,0358,4-26,"(2, 1, 2, 0, 1, 2, 0)",0,1,2,1,2,0
2120121,D# Cn B# Eb Fn G# An,Cn D# Eb Fn G# An B#,3003589,01469,5-32,"(2, 1, 2, 0, 1, 2, 1)",1,1,3,2,2,1
2120122,D# Cn B# Eb Fn G# A#,Cn D# Eb Fn G# A# B#,300358A,02479,5-35,"(2, 1, 2, 0, 1, 2, 2)",0,3,2,1,4,0
2120200,D# Cn B# Eb F# Gb Ab,Cn D# Eb F# Gb Ab B#,3003668,0258,4-27,"(2, 1, 2, 0, 2, 0, 0)",0,1,2,1,1,1
2120201,D# Cn B# Eb F# Gb An,Cn D# Eb F# Gb An B#,3003669,0369,4-28,"(2, 1, 2, 0, 2, 0, 1)",0,0,4,0,0,2
2120202,D# Cn B# Eb F# Gb A#,Cn D# Eb F# Gb A# B#,300366A,0258,4-27,"(2, 1, 2, 0, 2, 0, 2)",0,1,2,1,1,1
2120210,D# Cn B# Eb F# Gn Ab,Cn D# Eb F# Gn Ab B#,3003678,01258,5-38,"(2, 1, 2, 0, 2, 1, 0)",2,1,2,2,2,1
2120211,D# Cn B# Eb F# Gn An,Cn D# Eb F# Gn An B#,3003679,01369,5-31,"(2, 1, 2, 0, 2, 1, 1)",1,1,4,1,1,2
2120212,D# Cn B# Eb F# Gn A#,Cn D# Eb F# Gn A# B#,300367A,01469,5-32,"(2, 1, 2, 0, 2, 1, 2)",1,1,3,2,2,1
2120220,D# Cn B# Eb F# G# Ab,Cn D# Eb F# G# Ab B#,3003688,0258,4-27,"(2, 1, 2, 0, 2, 2, 0)",0,1,2,1,1,1
2120221,D# Cn B# Eb F# G# An,Cn D# Eb F# G# An B#,3003689,01369,5-31,"(2, 1, 2, 0, 2, 2, 1)",1,1,4,1,1,2
2120222,D# Cn B# Eb F# G# A#,Cn D# Eb F# G# A# B#,300368A,02469,5-34,"(2, 1, 2, 0, 2, 2, 2)",0,3,2,2,2,1
2121000,D# Cn B# En Fb Gb Ab,Cn D# En Fb Gb Ab B#,3004468,02458,5-26,"(2, 1, 2, 1, 0, 0, 0)",1,2,2,3,1,1
2121001,D# Cn B# En Fb Gb An,Cn D# En Fb Gb An B#,3004469,01369,5-31,"(2, 1, 2, 1, 0, 0, 1)",1,1,4,1,1,2
2121002,D# Cn B# En Fb Gb A#,Cn D# En Fb Gb A# B#,300446A,02368,5-28,"(2, 1, 2, 1, 0, 0, 2)",1,2,2,2,1,2
2121010,D# Cn B# En Fb Gn Ab,Cn D# En Fb Gn Ab B#,3004478,01458,5-21,"(2, 1, 2, 1, 0, 1, 0)",2,0,2,4,2,0
2121011,D# Cn B# En Fb Gn An,Cn D# En Fb Gn An B#,3004479,01469,5-32,"(2, 1, 2, 1, 0, 1, 1)",1,1,3,2,2,1
2121012,D# Cn B# En Fb Gn A#,Cn D# En Fb Gn A# B#,300447A,01469,5-32,"(2, 1, 2, 1, 0, 1, 2)",1,1,3,2,2,1
2121020,D# Cn B# En Fb G# Ab,Cn D# En Fb G# Ab B#,3004488,0148,4-19,"(2, 1, 2, 1, 0, 2, 0)",1,0,1,3,1,0
2121021,D# Cn B# En Fb G# An,Cn D# En Fb G# An B#,3004489,01478,5-22,"(2, 1, 2, 1, 0, 2, 1)",2,0,2,3,2,1
2121022,D# Cn B# En Fb G# A#,Cn D# En Fb G# A# B#,300448A,01468,5-30,"(2, 1, 2, 1, 0, 2, 2)",1,2,1,3,2,1
2121100,D# Cn B# En Fn Gb Ab,Cn D# En Fn Gb Ab B#,3004568,023458,6-39,"(2, 1, 2, 1, 1, 0, 0)",3,3,3,3,2,1
2121101,D# Cn B# En Fn Gb An,Cn D# En Fn Gb An B#,3004569,012369,6-42,"(2, 1, 2, 1, 1, 0, 1)",3,2,4,2,2,2
2121102,D# Cn B# En Fn Gb A#,Cn D# En Fn Gb A# B#,300456A,012368,6-41,"(2, 1, 2, 1, 1, 0, 2)",3,3,2,2,3,2
2121110,D# Cn B# En Fn Gn Ab,Cn D# En Fn Gn Ab B#,3004578,013458,6-14,"(2, 1, 2, 1, 1, 1, 0)",3,2,3,4,3,0
2121111,D# Cn B# En Fn Gn An,Cn D# En Fn Gn An B#,3004579,012469,6-46,"(2, 1, 2, 1, 1, 1, 1)",2,3,3,3,3,1
2121112,D# Cn B# En Fn Gn A#,Cn D# En Fn Gn A# B#,300457A,012479,6-47,"(2, 1, 2, 1, 1, 1, 2)",2,3,3,2,4,1
2121120,D# Cn B# En Fn G# Ab,Cn D# En Fn G# Ab B#,3004588,03458,5-37,"(2, 1, 2, 1, 1, 2, 0)",2,1,2,2,2,0
2121121,D# Cn B# En Fn G# An,Cn D# En Fn G# An B#,3004589,012569,6-44,"(2, 1, 2, 1, 1, 2, 1)",3,1,3,4,3,1
2121122,D# Cn B# En Fn G# A#,Cn D# En Fn G# A# B#,300458A,012579,6-48,"(2, 1, 2, 1, 1, 2, 2)",2,3,2,3,4,1
2121200,D# Cn B# En F# Gb Ab,Cn D# En F# Gb Ab B#,3004668,02458,5-26,"(2, 1, 2, 1, 2, 0, 0)",1,2,2,3,1,1
2121201,D# Cn B# En F# Gb An,Cn D# En F# Gb An B#,3004669,01369,5-31,"(2, 1, 2, 1, 2, 0, 1)",1,1,4,1,1,2
2121202,D# Cn B# En F# Gb A#,Cn D# En F# Gb A# B#,300466A,02368,5-28,"(2, 1, 2, 1, 2, 0, 2)",1,2,2,2,1,2
2121210,D# Cn B# En F# Gn Ab,Cn D# En F# Gn Ab B#,3004678,012458,6-15,"(2, 1, 2, 1, 2, 1, 0)",3,2,3,4,2,1
2121211,D# Cn B# En F# Gn An,Cn D# En F# Gn An B#,3004679,013469,6-27,"(2, 1, 2, 1, 2, 1, 1)",2,2,5,2,2,2
2121212,D# Cn B# En F# Gn A#,Cn D# En F# Gn A# B#,300467A,013479,6-49,"(2, 1, 2, 1, 2, 1, 2)",2,2,4,3,2,2
2121220,D# Cn B# En F# G# Ab,Cn D# En F# G# Ab B#,3004688,02458,5-26,"(2, 1, 2, 1, 2, 2, 0)",1,2,2,3,1,1
2121221,D# Cn B# En F# G# An,Cn D# En F# G# An B#,3004689,013569,6-28,"(2, 1, 2, 1, 2, 2, 1)",2,2,4,3,2,2
2121222,D# Cn B# En F# G# A#,Cn D# En F# G# A# B#,300468A,013579,6-34,"(2, 1, 2, 1, 2, 2, 2)",1,4,2,4,2,2
2122000,D# Cn B# E# Fb Gb Ab,Cn D# E# Fb Gb Ab B#,3005468,023458,6-39,"(2, 1, 2, 2, 0, 0, 0)",3,3,3,3,2,1
2122001,D# Cn B# E# Fb Gb An,Cn D# E# Fb Gb An B#,3005469,012369,6-42,"(2, 1, 2, 2, 0, 0, 1)",3,2,4,2,2,2
2122002,D# Cn B# E# Fb Gb A#,Cn D# E# Fb Gb A# B#,300546A,012368,6-41,"(2, 1, 2, 2, 0, 0, 2)",3,3,2,2,3,2
2122010,D# Cn B# E# Fb Gn Ab,Cn D# E# Fb Gn Ab B#,3005478,013458,6-14,"(2, 1, 2, 2, 0, 1, 0)",3,2,3,4,3,0
2122011,D# Cn B# E# Fb Gn An,Cn D# E# Fb Gn An B#,3005479,012469,6-46,"(2, 1, 2, 2, 0, 1, 1)",2,3,3,3,3,1
2122012,D# Cn B# E# Fb Gn A#,Cn D# E# Fb Gn A# B#,300547A,012479,6-47,"(2, 1, 2, 2, 0, 1, 2)",2,3,3,2,4,1
2122020,D# Cn B# E# Fb G# Ab,Cn D# E# Fb G# Ab B#,3005488,03458,5-37,"(2, 1, 2, 2, 0, 2, 0)",2,1,2,2,2,0
2122021,D# Cn B# E# Fb G# An,Cn D# E# Fb G# An B#,3005489,012569,6-44,"(2, 1, 2, 2, 0, 2, 1)",3,1,3,4,3,1
2122022,D# Cn B# E# Fb G# A#,Cn D# E# Fb G# A# B#,300548A,012579,6-48,"(2, 1, 2, 2, 0, 2, 2)",2,3,2,3,4,1
2122100,D# Cn B# E# Fn Gb Ab,Cn D# E# Fn Gb Ab B#,3005568,02358,5-25,"(2, 1, 2, 2, 1, 0, 0)",1,2,3,1,2,1
2122101,D# Cn B# E# Fn Gb An,Cn D# E# Fn Gb An B#,3005569,01369,5-31,"(2, 1, 2, 2, 1, 0, 1)",1,1,4,1,1,2
2122102,D# Cn B# E# Fn Gb A#,Cn D# E# Fn Gb A# B#,300556A,01368,5-29,"(2, 1, 2, 2, 1, 0, 2)",1,2,2,1,3,1
2122110,D# Cn B# E# Fn Gn Ab,Cn D# E# Fn Gn Ab B#,3005578,01358,5-27,"(2, 1, 2, 2, 1, 1, 0)",1,2,2,2,3,0
2122111,D# Cn B# E# Fn Gn An,Cn D# E# Fn Gn An B#,3005579,02469,5-34,"(2, 1, 2, 2, 1, 1, 1)",0,3,2,2,2,1
2122112,D# Cn B# E# Fn Gn A#,Cn D# E# Fn Gn A# B#,300557A,02479,5-35,"(2, 1, 2, 2, 1, 1, 2)",0,3,2,1,4,0
2122120,D# Cn B# E# Fn G# Ab,Cn D# E# Fn G# Ab B#,3005588,0358,4-26,"(2, 1, 2, 2, 1, 2, 0)",0,1,2,1,2,0
2122121,D# Cn B# E# Fn G# An,Cn D# E# Fn G# An B#,3005589,01469,5-32,"(2, 1, 2, 2, 1, 2, 1)",1,1,3,2,2,1
2122122,D# Cn B# E# Fn G# A#,Cn D# E# Fn G# A# B#,300558A,02479,5-35,"(2, 1, 2, 2, 1, 2, 2)",0,3,2,1,4,0
2122200,D# Cn B# E# F# Gb Ab,Cn D# E# F# Gb Ab B#,3005668,02358,5-25,"(2, 1, 2, 2, 2, 0, 0)",1,2,3,1,2,1
2122201,D# Cn B# E# F# Gb An,Cn D# E# F# Gb An B#,3005669,01369,5-31,"(2, 1, 2, 2, 2, 0, 1)",1,1,4,1,1,2
2122202,D# Cn B# E# F# Gb A#,Cn D# E# F# Gb A# B#,300566A,01368,5-29,"(2, 1, 2, 2, 2, 0, 2)",1,2,2,1,3,1
2122210,D# Cn B# E# F# Gn Ab,Cn D# E# F# Gn Ab B#,3005678,012358,6-40,"(2, 1, 2, 2, 2, 1, 0)",3,3,3,2,3,1
2122211,D# Cn B# E# F# Gn An,Cn D# E# F# Gn An B#,3005679,023469,6-45,"(2, 1, 2, 2, 2, 1, 1)",2,3,4,2,2,2
